target_name,horizon,ami_corrected,tau,accepted,valid
trend_plus_noise,1,1.1682456919974002,0.04490990327860222,True,True
trend_plus_noise,2,1.2099615102445536,0.0376762107282075,True,True
trend_plus_noise,3,1.2164791330238955,0.03891581160696518,True,True
trend_plus_noise,4,1.1693788597453831,0.03713841275816003,True,True
trend_plus_noise,5,1.1977114934807982,0.037206185574662765,True,True
trend_plus_noise,6,1.1388437608109572,0.03734499748086364,True,True
trend_plus_noise,7,1.1741557695332778,0.038476116918665766,True,True
trend_plus_noise,8,1.1661341101307892,0.03985774144133929,True,True
trend_plus_noise,9,1.124224095553681,0.03640679201494841,True,True
trend_plus_noise,10,1.168744575506608,0.03594769569757891,True,True
trend_plus_noise,11,1.1177045754622108,0.031859586249115494,True,True
trend_plus_noise,12,1.1917331542611875,0.03950697336992643,True,True
trend_plus_noise,13,1.1445909108695467,0.036115512103827276,True,True
trend_plus_noise,14,1.1244678240525559,0.03538832816112309,True,True
trend_plus_noise,15,1.1636332399601177,0.04316835471233505,True,True
trend_plus_noise,16,1.1013498758879339,0.03709052216895792,True,True
trend_plus_noise,17,1.1647600469809019,0.03595976416386655,True,True
trend_plus_noise,18,1.1255623234769125,0.037182755724674534,True,True
