timestamp,y
0,0.0024886192856889977
1,-0.1140278177246481
2,-0.06195894974124361
3,0.03816904066200966
4,0.0417958802770686
5,0.0280729729527458
6,-0.03804603850823263
7,0.024607444672523293
8,-0.05525782685593139
9,-0.03381165828602217
10,0.00800814975810038
11,-0.17030572694913548
12,-0.23755771549530547
13,0.16400235279402953
14,-0.0083600518607998
15,-0.04339384068730556
16,0.054110059297181046
17,0.021270735850478673
18,-0.016641349425745133
19,0.07114626123199308
20,0.028283267563904424
21,-0.0022604556308021273
22,0.06229262485473264
23,0.023411802380044477
24,0.07497944406522539
25,-0.03724435725045616
26,-0.11900073718364457
27,-0.0017200206333916057
28,-0.030823974429389445
29,-0.04038043738172892
30,0.042793322036319914
31,0.04840574994570179
32,-0.04710245086440956
33,-0.0018277448453041245
34,-0.043893507993349345
35,0.023466183275696828
36,0.02439119754380581
37,-0.019248477480192427
38,-0.014890187808608069
39,-0.0012319433610068486
40,-0.0029793698690667725
41,0.011697676548012126
42,0.059787107445751886
43,0.08892349379425557
44,-0.09148384584019986
45,-0.004190582960673872
46,0.04091862847771832
47,-0.030356363592726865
48,0.016605190341726583
49,0.01444469055157871
50,0.003092238871982289
51,-0.03561998071591699
52,0.012277195944320418
53,-0.0006574070841036672
54,-0.005312847871439708
55,-0.004406063968622753
56,0.07102164294766755
57,0.001712282492501771
58,0.02308907017458761
59,0.057746310397056355
60,0.021645212985012208
61,-0.03104098668249211
62,0.011236844892018816
63,-0.012589019563884918
64,0.012889423033743519
65,-0.0069267640018955134
66,0.0541055553911578
67,0.007406767027843486
68,0.01570745332394985
69,-0.006855895378802934
70,-0.031112180379341048
71,-0.012171736547596623
72,0.015865791211225222
73,0.014558606023415521
74,-0.01766405904477253
75,-0.10791478367740215
76,0.01789976631377943
77,0.0031414604385737732
78,-0.006608245488491704
79,0.030059926984876917
80,-0.00456331916804853
81,-0.0825905218532661
82,0.002448211017894053
83,0.009439546802021859
84,-0.006065833740133364
85,0.023085000457077953
86,-0.040711102459654924
87,0.019635966134509353
88,-0.013429797994593429
89,0.012403125199170972
90,0.022920312531112152
91,0.005191934481622695
92,-0.0024605390743541733
93,0.02683829306360952
94,-0.019787843949012895
95,-0.00909044591944319
96,-0.03275265389486304
97,-0.005508562383289117
98,-0.03170258338758991
99,0.0020311955561362893
100,-0.0016881656356906305
101,-0.05021671457956245
102,-0.0244657067673959
103,0.021102726636105906
104,0.02095542078042989
105,-0.02521312519580743
106,0.0021244232660846407
107,-0.003390457413688708
108,0.0090603622167853
109,0.04629269993654095
110,-0.0046565809108258804
111,0.009714594733087445
112,-0.022210307810531127
113,-0.021318061379512088
114,-0.031225931376802407
115,0.043936871246001985
